StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q19,Q20,Q21,Q22,Q23,Q24,Q24_3_TEXT,Q25,Q26,Q26_2_TEXT,Q27,IDNUM
2021-11-08 04:03:37,2021-11-08 04:15:36,IP Address,73.90.96.97,96,718,False,2021-11-11 22:26:30,R_2uqBkiG6XDaquiq,,,,,,,anonymous,EN,1,24,Male,"Some college, no degree",College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,Not enabled,Not enabled,Push,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Always,,,Yes,Sometimes,No,,No,,,Yes,Did not have 2FA authenticator,,Having to reused 2FA after just using it a few moments ago,95220
2021-11-08 11:08:27,2021-11-08 15:50:30,IP Address,130.86.76.14,96,16923,False,2021-11-11 22:26:33,R_5ulIeDGlyDW59Id,,,,,,,anonymous,EN,4 or more,31,Male,Bachelor's degree,College student,Extremely,More than 2 years,Voluntary,A few times per week,Enabled,Enabled,Enabled,"Text message,Push,Phone Call,App Code","Text message,Push,Phone Call,App Code","Text message,Push,Phone Call,App Code",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,Rarely,Rarely,No,,Yes,My phone's auth app was inaccessible because my phone was locked and I couldn't unlock. I reset the phone and account pass.,Yes,Did not have 2FA authenticator,,Yes,Other,Sent it by mistake,It's reliance on the phone it's installed on. If you lose the phone or access to it it's tedious to get access to your accounts.,59167
2021-11-08 16:21:54,2021-11-09 21:27:16,IP Address,216.106.157.65,96,104722,False,2021-11-11 22:26:33,R_231cgy4i8KYMeaA,,,,,,,anonymous,EN,2,22,Prefer not to say,"Some college, no degree",College student,Very,1 - 2 years,Mandated,A few times per week,Enabled,Not enabled,Enabled,"Text message,Push,Phone Call",,Text message,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,"have to think about getting my other device and accepting the push notification ",same reason as mentally demanding,Having to input the code before the countdown timer expires,,"It's too much effort because if face recognition is enabled 2FA is unnecessary ",,,,,Yes,Never,No,,No,,,No,,,more time consuming than facial recognition,82082
2021-11-08 12:12:40,2021-11-08 12:15:30,IP Address,98.208.61.39,96,170,False,2021-11-11 22:26:33,R_3hiO374v1pFRz3T,,,,,,,anonymous,EN,4 or more,29,Male,Associate's degree,College student,Extremely,More than 2 years,Voluntary,A few times per week,Enabled,,Enabled,Push,,App Code,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,,Never,Yes,Sometimes,No,,No,,,No,,,Nothing,52490
2021-11-07 23:32:50,2021-11-07 23:38:37,IP Address,98.36.48.195,96,347,False,2021-11-11 22:26:34,R_3oMUFJZ8fk5greW,,,,,,,anonymous,EN,4 or more,22,Male,Associate's degree,College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,"Push,App Code","Text message,Push,App Code","Text message,Push,App Code",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,"The school one especially, is demanding because you can't receive like a text to your phone (which is synced to PC), so you have to get out your phone, open the app (sometimes the notification doesn't come through) and accept it. Too many steps, not worth it, especially for something unimportant like my school account. I understand the work 2FA, since there is much more sensitive data, that doesn't belong to me, but I am responsible for it.",Having to input the code before the countdown timer expires,,"Some things aren't as important to me, like my school account, so in my eyes 2fa on school account is too much effort. ",,Always,Always,Always,Yes,Sometimes,No,,Yes,Mistake,,Yes,Other,took too long,"I dislike when it's not optional. I should have freedom to throw away my security or strengthen it. The system (like school) should not be able to enforce it, especially with some crappy app like DuoMobile.",91018
2021-11-08 00:23:26,2021-11-09 15:25:55,IP Address,73.2.84.246,96,140549,False,2021-11-11 22:26:34,R_BJKyZ3QRICR6RUJ,,,,,,,anonymous,EN,1,22,Male,"Some college, no degree",College student,Extremely,1 - 2 years,Mandated,1 or more times a day,Enabled,,Not enabled,Push,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,,,,,,,Never,,Never,Yes,Rarely,No,,No,,,Yes,Other,Was from someone I knew trying to log in. She changed to the alternative device used for  them use 2FA before I could've responded.,"Annoying, repetitive, tedious, et cetera. Especially when working with a VPN or swapping between devices/locations. I would prefer it 2FA was not mandated, but recommended (instead requiring a waiver or some alternative to prevent liability issues).",25305
2021-11-07 20:05:21,2021-11-07 20:19:20,IP Address,71.197.70.151,96,839,False,2021-11-11 22:26:41,R_3q7HepnxPBDdNwf,,,,,,,anonymous,EN,4 or more,22,Male,"Some college, no degree",College student,Very,1 - 2 years,Incentivized,A few times per year,Enabled,,Enabled,Push,,"App Code,Security Key",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,"When you're logging into something, you've kind of got a one-track mind to log in and do the thing you were planning to do only to get interrupted by having to deviate over to something else.","Often the 2FA is another device which means you need to halt using your current device, get to your other device, turn it on (if it isn't already), navigate to the resource that provide the service, (in some cases) mediate between both devices, then finally return to the state you were in when you started.",Having to input the code before the countdown timer expires,,"Covenience is slowly evolving from a luxury to a necessity as technology advances. In the same way that people can go crazy if they lose internet, even though it can be arguably non-essential, having to sacrifice that conveneience for security, even though in some number of cases the security might not have been ultimately needed, is just undesirable. It is even more so significant when it comes to personal matters where there's no value in what's being accessed beyond personal value, so security *should* not be necessary for such matters, unlike with professional or business matters where there is non-perosnal value and it should be secure. Call it what you will, QOL, comfort of living, etc.",,Rarely,,Never,No,,Yes,"Not my account's access per se, but I was fairly recently unable to change an account's password because it asked for 2FA, but it wasn't working or recognizing the code for whatever reason. Ultimately I had to turn 2FA off and back on again/re-set it up in order for it to start working again.",No,,,No,,,Hassle,99031
2021-11-07 15:11:26,2021-11-07 15:17:09,IP Address,73.116.45.28,96,343,False,2021-11-11 22:26:41,R_2pWSMBMrNscaUWa,,,,,,,anonymous,EN,1,26,Male,"Some college, no degree",College student,Extremely,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Not enabled,Push,Push,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Never,No,,No,,,Yes,Other,"Timed out, got distracted",It's an extra step that I know makes my account(s) much more secure but most times I can't be bothered to actually set it up,31510
2021-11-07 13:59:46,2021-11-07 14:55:18,IP Address,99.17.6.194,96,3331,False,2021-11-11 22:26:49,R_1IW4peFrXU6wblU,,,,,,,anonymous,EN,2,23,Male,Associate's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,,Enabled,Push,,Text message,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,Rarely,,Rarely,Yes,Rarely,No,,No,,,No,,,"It does sometimes feel inconvenient and unnecessary to use especially if I'm signing into my account with the device that will get the push or code for the 2FA. ",57361
2021-11-07 02:56:03,2021-11-07 03:02:39,IP Address,174.251.168.107,96,396,False,2021-11-11 22:26:50,R_2tMB2GqcIhA11r9,,,,,,,anonymous,EN,4 or more,21,Male,"Some college, no degree",College student,Extremely,More than 2 years,Incentivized,1 or more times a day,Enabled,Enabled,Enabled,"Text message,Push,Phone Call",Push,"Text message,Push,App Code",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,"Seeing a timer for when you need to log in could be seen as stressful for some people. ","Not really physically demanding. But you do need to be quick to login to your device. ",Having to input the code before the countdown timer expires,,"Sometimes you leave your phone in another room and having to get up to get the device can be annoying. ",,Never,Never,Never,Yes,Never,Yes,"One day I lost my phone, and I was focusing on school work. At one point I wanted to log into canvas to take a quiz but had to put it off because I needed to find my phone first. ",No,,,No,,,"Being quick and having your phone on you at all times is annoying during stressful times. ",22695
2021-11-07 13:09:51,2021-11-07 13:12:38,IP Address,67.6.89.214,96,167,False,2021-11-11 22:26:53,R_3IPRFQSOgH7WnF4,,,,,,,anonymous,EN,4 or more,25,Male,Associate's degree,College student,Extremely,1 - 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,"Text message,Push,App Code","Text message,Push,App Code","Text message,Push,App Code",Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,,,,,,,Always,Often,Sometimes,Yes,Often,No,,No,,,No,,,Nothing really I think it is a good idea to have.,93022
2021-11-12 15:31:18,2021-11-12 15:37:32,IP Address,130.86.76.94,100,374,True,2021-11-12 15:37:33,R_2fv6FwO8pI1IOCS,,,,,38.534698486328125,-121.4441986083984375,anonymous,EN,3,23,Male,"Some college, no degree",College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,Not enabled,Enabled,App Code,,Text message,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,,Other,Phone is slow so time is an issue,Too much work for something so simple,,Often,Never,Never,Yes,Never,Yes,Too slow,Yes,Mistake,,Yes,Other,Just didn't. Decided I didn't need to,It's annoying,64005
2021-11-13 12:17:45,2021-11-13 12:24:02,IP Address,67.164.213.115,100,376,True,2021-11-13 12:24:02,R_1g7kb85ismncF9K,,,,,38.4207000732421875,-121.3623046875,anonymous,EN,2,23,Male,"Some college, no degree",College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,Not enabled,Enabled,Push,,"App Code,Security Key",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Rarely,Never,Yes,Sometimes,Yes,Incompatibility with my phones OS and the 2FA software or call to the software.,No,,,Yes,Other,,Some incompatibility which causes inability to access.,84497
2021-11-13 16:11:37,2021-11-13 16:14:03,IP Address,73.66.29.20,100,146,True,2021-11-13 16:14:04,R_3isy2NwOXQZFiFg,,,,,38.661407470703125,-121.2635955810546875,anonymous,EN,2,30,Male,"Some college, no degree",College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Push,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,,,,,,Rarely,Often,Rarely,Yes,Rarely,No,,No,,,Yes,Other,,Annoying,37666
2021-11-13 20:54:40,2021-11-13 21:00:44,IP Address,108.210.16.222,100,363,True,2021-11-13 21:00:44,R_2wTdfOXlTvXzLW3,,,,,38.674102783203125,-121.376800537109375,anonymous,EN,1,24,Female,Associate's degree,College student,Very,Less than 1 year,Mandated,1 or more times a day,Enabled,,,Push,,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Often,,Always,Yes,Often,No,,No,,,No,,,I can once use one device to authorize request,34420
2021-11-14 04:10:35,2021-11-14 04:19:56,IP Address,67.159.145.168,100,560,True,2021-11-14 04:19:56,R_xnZp2MdxouKVNIJ,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,1,21,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Mandated,1 or more times a day,Enabled,,Not enabled,Push,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,Other,I sometimes have an urgent manner I have to attend to with my account so taking more time to log in can be a minor hinderance.,,,Sometimes,,Sometimes,Yes,Sometimes,No,,Yes,Did not have 2FA authenticator,,No,,,It can take up extra time.,66080
2021-11-14 09:21:54,2021-11-14 09:26:13,IP Address,108.88.153.93,100,258,True,2021-11-14 09:26:14,R_278X0fdeAtRkqNQ,,,,,38.6157073974609375,-121.5052947998046875,anonymous,EN,4 or more,26,Male,"Some college, no degree",College student,Somewhat,More than 2 years,Incentivized,A few times per week,Enabled,,Enabled,Push,,Security Key,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Never,No,,No,,,No,,,slightly annoying,16404
2021-11-14 10:49:08,2021-11-14 10:53:57,IP Address,24.23.63.51,100,289,True,2021-11-14 10:53:58,R_10GmosVhPDkHC1p,,,,,38.4207000732421875,-121.3623046875,anonymous,EN,3,21,Male,Associate's degree,College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Text message,Text message,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,,,,,"I have used some services that do not remember you and where 2FA is required every single time. It can sometimes be annoying or too much effort when the system does not remember you. ",,Never,Never,Never,Yes,Rarely,No,,Yes,Other,"I checked the location of the requests and I recognized it was not me. ",No,,,"I dislike when a system does not remember the user for a period of time. ",37663
2021-11-14 14:00:12,2021-11-14 14:10:34,IP Address,98.255.16.253,100,621,True,2021-11-14 14:10:34,R_3POlmbBprTItnRU,,,,,38.4062957763671875,-121.4286956787109375,anonymous,EN,4 or more,23,Male,Bachelor's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Text message,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Often,Always,Rarely,Yes,Often,No,,No,,,Yes,Did not have 2FA authenticator,,Sometimes I don't have my phone on me so I can complete the 2FA.,67174
2021-11-14 14:58:01,2021-11-14 15:02:01,IP Address,130.86.76.153,100,240,True,2021-11-14 15:02:02,R_3NIgk8h98EQHFg9,,,,,38.534698486328125,-121.4441986083984375,anonymous,EN,1,26,Male,"Some college, no degree",College student,Very,More than 2 years,Voluntary,1 or more times a day,Enabled,,,Push,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,,,,,,Often,,Sometimes,Yes,Rarely,No,,No,,,Yes,Other,couldnt find phone in time,"It's an extra manual step to login, where sometimes I don't have my phone on hand and have to go find it.",75865
2021-11-14 15:07:18,2021-11-14 15:13:57,IP Address,71.197.66.90,100,398,True,2021-11-14 15:13:58,R_21GR0WRZVKpYArX,,,,,38.610595703125,-121.278900146484375,anonymous,EN,2,22,Male,Bachelor's degree,College student,Very,More than 2 years,Voluntary,1 or more times a day,Enabled,Not enabled,Enabled,Push,,Text message,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Remembering and searching,Push Notification,,,,,Often,,Often,Yes,Always,No,,Yes,Mistake,,Yes,Other,I didn't see the notification.,Nothing,73148
2021-11-14 16:08:29,2021-11-14 16:19:14,IP Address,71.197.115.118,100,644,True,2021-11-14 16:19:14,R_Aopl5WuH5gj9E4N,,,,,38.6967010498046875,-121.3130035400390625,anonymous,EN,1,27,Male,"Some college, no degree",College student,Extremely,More than 2 years,Mandated,A few times per week,Enabled,Not enabled,Not enabled,Push,,,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Makes logging in enough of a chore to a point where I'll just leave my account open whenever I can.,Having to grab my phone to log in is a bit too demanding for what is otherwise an account that nobody has any reason to hack into.,,,Unnecessary amount of steps and security to access an account that nobody has any reason to ever hack into.,,Never,Never,Never,Yes,Never,Yes,"Whenever I misplace my phone and can't find it, I can't log in, because 2FA requires the user's phone to be used to complete the authentication.",No,,,No,,,"Makes logging in a convoluted process, while providing nothing meaningful in the process. Security makes sense when an account has something on it that somebody else would want to steal, but I don't see what there could possibly be on my Sac State account worth stealing.",22332
2021-11-14 17:32:36,2021-11-14 17:36:08,IP Address,76.233.90.185,100,211,True,2021-11-14 17:36:08,R_2EiRIajYYKmHbic,,,,,38.8112945556640625,-121.2642974853515625,anonymous,EN,4 or more,28,Male,Associate's degree,College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,"Text message,Push,Security Key","Text message,Push,Security Key",Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,Never,Never,Never,Yes,Rarely,No,,Yes,"Mistake,Other",Unauthenticated access by notification so I denied the login,No,,,"Just extra overhead but may be necessary ",42902
2021-11-14 18:38:50,2021-11-14 18:41:53,IP Address,73.116.183.214,100,183,True,2021-11-14 18:41:53,R_3fwVFRdrBUlUaaO,,,,,38.5576019287109375,-121.48529815673828125,anonymous,EN,2,29,Male,"Some college, no degree",College student,Very,More than 2 years,Incentivized,A few times per week,Enabled,Enabled,Not enabled,Push,Security Key,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Sometimes it feels excessive when you want to get in quickly or daily etc.,Not much difficulty but sometimes forget where the 2FA is etc.,Never,Never,Never,Yes,Sometimes,Yes,Phone broke and didn't have access to the 2fa,No,,,No,,,Just the extra time it takes even though it is more secure.,63549
2021-11-14 18:54:55,2021-11-14 18:58:58,IP Address,67.174.38.234,100,242,True,2021-11-14 18:58:58,R_4Z2bSHYFXNm56kF,,,,,38.661407470703125,-121.2635955810546875,anonymous,EN,2,25,Male,Bachelor's degree,College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Push,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,For sac states 2fa authenticator for example I get the push notification from my phone so if its not near me i may have to go retrieve it and then authenticate,Having to input the code before the countdown timer expires,,,,Rarely,Rarely,Rarely,Yes,Sometimes,No,,Yes,Mistake,,No,,,"I dislike not having the option to authenticate with any device connected to the account. For example my sac state 2fa will send the push to my phone but not my tablet ",63632
2021-11-14 20:11:48,2021-11-14 20:15:52,IP Address,104.220.10.75,100,244,True,2021-11-14 20:15:53,R_2WVelI291xD5Koy,,,,,38.8094024658203125,-121.171600341796875,anonymous,EN,4 or more,31,Male,Associate's degree,College student,Extremely,More than 2 years,Incentivized,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Push,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,,,Other,"More of a personal thing, usually plenty of time, but because there is a timer i feel rushed",,,Never,Never,Never,Yes,Sometimes,No,,No,,,No,,,"Sometimes the location is off, displays a different city than I sent the request from, even though it is truly me",50148
2021-11-14 20:22:45,2021-11-14 20:30:00,IP Address,73.70.134.113,100,434,True,2021-11-14 20:30:00,R_2tMsfd040I9xHQB,,,,,38.45489501953125,-122.25640106201171875,anonymous,EN,1,29,Male,Associate's degree,College student,Moderately,Less than 1 year,Mandated,1 or more times a day,Enabled,,,"Push,App Code,Security Key",,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,Having to input the code before the countdown timer expires,,sometimes I don't have my phone or it will be dead and then I can't log in until I have access to that device.,,Sometimes,Rarely,Rarely,Yes,Sometimes,Yes,"My phone was lost and couldn't get into my account ",Yes,Mistake,,Yes,Other,,Don't feel like the 2FA does much but just stall the login time.,45973
2021-11-14 20:33:08,2021-11-14 20:37:15,IP Address,189.170.13.20,100,246,True,2021-11-14 20:37:15,R_33jnpBJmWGOjCJz,,,,,23.2765960693359375,-109.75319671630859375,anonymous,EN,4 or more,23,Male,"Some college, no degree",College student,Moderately,More than 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,"Text message,Phone Call",Text message,Text message,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"Extra work, slows me down","Extra work, slows me down",,,"Eh not too much, just annoying",,Often,Often,Often,Yes,Often,Yes,Wasn't receiving the codes for a service. Apparently the service was using exchange as part of it and exchange was down globally during that time.,No,,,Yes,"Did not have 2FA authenticator,Other",,Just takes up more of my time.,45893
2021-11-14 21:34:01,2021-11-14 21:36:53,IP Address,73.116.229.119,100,172,True,2021-11-14 21:36:53,R_2ZVOhec2R73FkE8,,,,,38.534698486328125,-121.4441986083984375,anonymous,EN,2,23,Non-binary / third gender,"Some college, no degree",College student,Moderately,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,"Push,Phone Call",Phone Call,Push,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Never,Rarely,Yes,Often,No,,Yes,Mistake,,Yes,Other,,"I don’t have any dislikes about the feature. It is meant to protect your information. ",27571
2021-11-14 23:40:12,2021-11-14 23:49:32,IP Address,98.41.0.131,100,559,True,2021-11-14 23:49:33,R_23ajgSwWd44VEtM,,,,,38.468902587890625,-121.34400177001953125,anonymous,EN,2,21,Male,High school graduate,College student,Moderately,1 - 2 years,Mandated,1 or more times a day,Enabled,,Enabled,"Push,Phone Call",,"Text message,Phone Call",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Never,No,,Yes,Mistake,,No,,,...,77713
2021-11-15 00:05:41,2021-11-15 00:10:06,IP Address,107.131.105.8,100,265,True,2021-11-15 00:10:07,R_RLlZrwsD6QVtynL,,,,,38.6645050048828125,-121.48699951171875,anonymous,EN,4 or more,19,Male,"Some college, no degree",College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,Not enabled,Enabled,"Text message,Push,Phone Call,App Code",,"Text message,Push,Phone Call,App Code",Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,Always,Always,Rarely,Yes,Rarely,Yes,Lost my phone,Yes,Mistake,,Yes,Other,Could not find my phone after initiating.,It is usually implemented with phone numbers when I would rather have 2FA through email.,49893
2021-11-15 22:10:34,2021-11-15 22:13:58,IP Address,67.174.35.189,100,204,True,2021-11-15 22:13:59,R_2dFujmij6XhluRa,,,,,38.661407470703125,-121.2635955810546875,anonymous,EN,4 or more,25,Male,Associate's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Not enabled,Enabled,Push,,"Text message,Push,Phone Call",Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,Never,Never,Never,Yes,Never,No,,Yes,Mistake,,No,,,Sometimes the push notification doesn't go through,94870
2021-11-16 12:02:38,2021-11-16 12:07:30,IP Address,73.116.36.167,100,291,True,2021-11-16 12:07:30,R_xDgqgfZLLcgeoA9,,,,,38.7169036865234375,-121.36769866943359375,anonymous,EN,1,24,Male,Associate's degree,College student,Somewhat,1 - 2 years,Mandated,1 or more times a day,Enabled,,Not enabled,"Text message,Push,App Code,Security Key",,"Text message,Security Key",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Never,,Never,Yes,Sometimes,No,,No,,,No,,,"Have to have your phone with you, sometimes it's not the case when I use laptop
",25624
2021-11-18 12:26:38,2021-11-18 12:45:31,IP Address,108.69.214.254,100,1133,True,2021-11-18 12:45:31,R_1eXVMJEva0EtqWq,,,,,38.680999755859375,-121.7382049560546875,anonymous,EN,4 or more,25,Male,"Some college, no degree",College student,Somewhat,1 - 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Push,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,Other,sometimes I have to login to 2 accounts,"logging in to too many accounts ",,Never,Never,Never,Yes,Sometimes,Yes,changed phones,No,,,No,,,when i have to logging to too many accounts,30436
2021-11-15 00:56:31,2021-11-15 00:58:54,IP Address,174.208.96.148,96,142,False,2021-11-18 18:19:36,R_1OK7G9MCFcgoFJx,,,,,,,anonymous,EN,3,25,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Voluntary,A few times per month,Enabled,Enabled,Enabled,Text message,Phone Call,Security Key,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Rarely,Never,Often,Yes,Often,No,,No,,,No,,,nothing,49603
2021-11-16 11:46:43,2021-11-16 11:53:46,IP Address,192.236.125.66,96,423,False,2021-11-18 18:19:38,R_2EE0nFRBkgSZf3n,,,,,,,anonymous,EN,1,22,Male,"Some college, no degree",College student,Moderately,More than 2 years,Voluntary,A few times per week,Enabled,,Enabled,Text message,,"App Code,Security Key",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,to long to use,"Have to find phone ",Having to input the code before the countdown timer expires,,Finding phone,Finding Phone,Sometimes,,Sometimes,No,,No,,No,,,No,,,Its good,45422
2021-11-14 22:44:12,2021-11-14 22:55:12,IP Address,73.41.251.175,96,660,False,2021-11-18 18:19:39,R_SMHlIfY4U5buRHj,,,,,,,anonymous,EN,3,21,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Incentivized,A few times per week,Enabled,,Enabled,Push,,Text message,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,,,,,,,Often,,Never,Yes,Never,No,,Yes,Mistake,,No,,,I dislike that the accept button switched sides after an update to the 2fa app. This lead to multiple annoying accidental denials of 2fa requests.,56280
2021-11-14 22:20:38,2021-11-14 22:26:32,IP Address,73.220.49.32,96,353,False,2021-11-18 18:19:40,R_1Fgf1P8WGrgrF54,,,,,,,anonymous,EN,4 or more,22,Female,Associate's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,"Text message,Push,Phone Call,App Code",Text message,Text message,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,,,Rarely,Rarely,Rarely,Yes,Sometimes,Yes,I had it connected to a old phone number and thus had a hard time getting the code of the 2FA via text,Yes,Mistake,,Yes,Did not have 2FA authenticator,,Sometimes it can really prevent me from accessing my important accounts if I am in a middle of a thing. I need to do so much to change one small detail if I need it for my 2FA,22307
2021-11-14 19:31:18,2021-11-14 19:39:42,IP Address,130.86.99.196,96,504,False,2021-11-18 18:19:40,R_2CwvlZ8p2LXieVq,,,,,,,anonymous,EN,4 or more,21,Female,"Some college, no degree",College student,Very,1 - 2 years,Mandated,A few times per week,Enabled,,Enabled,Push,,Text message,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Rarely,No,,No,,,No,,,"Nothing. ",93953
2021-11-14 19:09:38,2021-11-14 19:15:14,IP Address,73.185.110.122,96,336,False,2021-11-18 18:19:41,R_1FrFQGpbfyI7J9M,,,,,,,anonymous,EN,3,23,Male,Bachelor's degree,College student,Extremely,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Not enabled,Push,Push,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,,,,,"If i need to use 2FA, then i shouldnt need to enter my password for whatever im loging into. The login process should completely be replaced by 2FA, not added to it. It gets annoying doing it multiple times daily",,Never,Never,Never,Yes,Never,No,,No,,,No,,,I feel like its extra unecessary protection. a username and password should be enough. no need for a second factor auth,38828
